id,질문,본문
33929453,(중랑 동행 사랑넷/중랑동행사랑넷)주변에 도움이 필요한 사람이 있는데 대신 신청할 수 있나요?,"네 신청 가능합니다.
'도움이 필요해요'에 들어가서 필요한 사업을 신청하고
'이웃에 대한 신청입니다'를 클릭하면 도움이 필요한 이웃 정보를 입력할 수 있습니다.
이웃에 대한 정보는 정확하게 입력하지 않으셔도 되며, 아는부분만 입력하시면 됩니다.
"
32235560,"[대시민용] 서울시립승화원, 화장예약은 며칠 전부터 가능한가요?","“e하늘”화장예약은 화장일 15일 전부터 00:00시 기준 선착순으로 예약가능합니다. 다만, 윤달기간에는 시민분들의 편의를 위해 화장일 1개월 전부터 예약가능합니다.  ○ 연락처: 서울시립승화원 접수실(☎ 031-960-0235~7), 서울추모공원 (☎1577-2082)"
32235548,"[대시민용] 서울시립승화원, 화장예약은 어디서 하나요?","화장예약은 인터넷 예약만 가능합니다.(전화 및 방문 예약 불가)     보건복지부에서 운영하는 “e하늘” 장사정보시스템 홈페이지에서 예약하실 수 있습니다.       인터넷 접속 주소는 http://www.ehaneul.go.kr 이며,    “e하늘” 화장예약 관련 문의는 1577-4129(365일 24시간)로 해주시기 바랍니다."
32235559,"[대시민용] 서울시립승화원, 봉안의 반환절차를 알고 싶습니다.",봉안 반환시에는 사용자 본인이 신분증 및 사용시설 허가증을 지참하시어 직접 해당 접수실 및 관리사무소로 방문하여 접수 하시면 당일 반환 가능하십니다
32235546,"[대시민용] 서울시립승화원, 사용자 명의변경시 필요한 서류를 알고 싶습니다.","봉안 사용자 명의변경시 필요한 서류는 다음과 같으며, 준비된 서류를 지참하시고 승화원 접수실 또는 용미리묘지 관리사무소로 방문 접수하시면 됩니다.      ▶ 변경사용자만 방문 시 필요한 서류    - 기존 사용자 : 인감증명서 원본 1부, 신분증 사본, 위임장    - 변경 사용자 : 고인과의 관계를 알 수있는 서류(예:제적등본, 가족관계 증명서 등), 신분증    ▶ 기존사용자 및 변경사용자 방문 시   - 기존 사용자 및 신규(변경)사용자 신분증 각 1부, 변경사용자 가족관계증명서(고인과의 관계 서류)"
32235545,"[대시민용] 서울시립승화원, 자연장 이용대상 및 접수방법을 알고 싶습니다.","시립승화원 자연장은 잔디장과 수목장으로 구분되어 있으며, 용미리제1묘지 300구역에 위치하고 있습니다.       자연장 이용방법 및 필요서류는 다음과 같습니다.    - 이용대상은 고인기준 서울,고양,파주 시민으로서 화장한 유골이면 가능하시며, 시립장사시설(봉안, 매장)에 안치된 유골이면 이용 가능하십니다.  ※ 시립승화원 화장시설을 이용하는 이용자는 화장접수 시 접수실에서 자연장 접수가 동시에 가능합니다.      - 시립승화원에서 화장한 유골은 화장접수 시 접수실에서 구비서류는 필요없으시며, 타화장장에서 화장한 유골은 화장증명서 1부,     고인주민등록초본(상세) 1부 필요하십니다.   - 이용요금은 고인기준 일반인 500,000원이며, 국가유공자 및 기초생활수급자는 250,000원입니다."
32235558,"[대시민용] 서울시립승화원, 자연장 안장후 고인을 모신 자리에 개인표식(비석,명패)을 할수 있는지 궁금합니다.","시립승화원 자연장은 잔디장과 수목장으로 구분되어 있으며, 용미리제1묘지 300구역에 위치하고 있습니다.   - 자연장(수목장, 잔디장)은 자연친화에 최대한 부합되여 운영되고 있으며,     고인을 모신자리에 개인적 표식(비석, 명패) 또는 종교적 상징물을 둘 수 없으며 공동표지가 설치됩니다."
32235544,"[대시민용] 서울시립승화원, 서울시에서 시행하는 수목장 이용방법에 대해 알고 싶습니다.",수목장은 2018년 4월에 만장이 되었습니다. 현재는 자연장 중 잔디장(능선형)을 운영 중입니다.(2020년 9월 기준)
32235557,"[대시민용] 서울시립승화원, 자연장 사용기간을 알고 싶습니다.",시립승화원 자연장의  사용기간은 안치 시점부터 40년입니다.    자연장 안치유골은 반환이 불가합니다. (서울특별시 장사 등에 관한 조례 제10조 제1항)
32235543,"[대시민용] 서울시립승화원, 화장 가능한 관규격에 대해 알고 싶습니다.","화장 가능한 관 규격은 가로 200* 세로 60 * 높이 57(cm)까지 화장이 가능하며, 화장용 종이관을 권장합니다."
